codigo;ncm;descricao;anexo;segmento;item;convenios
25.016.00;8704.21.30;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;16.0;
25.017.00;8704.21.90;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;17.0;
25.018.00;8704.31.10;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;18.0;
25.019.00;8704.31.20;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;19.0;
25.020.00;8704.31.30,;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;20.0;
25.021.00;8704.31.90,;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas;XXIV;VEÍCULOS AUTOMOTORES;21.0;
25.022.00;8702.20.00;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;XXIV;VEÍCULOS AUTOMOTORES;22.0;
25.023.00;8702.30.00;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão alternativo, de ignição por centelha (faísca) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;XXIV;VEÍCULOS AUTOMOTORES;23.0;
25.024.00;8702.90.00; Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;XXIV;VEÍCULOS AUTOMOTORES;24.0;
25.025.00;8703.40.00;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, o carro celular e o carro funerário;XXIV;VEÍCULOS AUTOMOTORES;25.0;
25.026.00;8703.50.00;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;XXIV;VEÍCULOS AUTOMOTORES;26.0;
25.027.00;8703.60.00;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;XXIV;VEÍCULOS AUTOMOTORES;27.0;
25.028.00;8703.70.00;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;XXIV;VEÍCULOS AUTOMOTORES;28.0;
25.029.00;8703.80.00;Outros veículos, equipados unicamente com motor elétrico para propulsão

 ;XXIV;VEÍCULOS AUTOMOTORES;29.0;
26.001.00;8711;Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais

 ;XXV;VEÍCULOS DE DUAS E TRÊS RODAS MOTORIZADOS;1.0;
28.001.00;3303.00.10;Perfumes (extratos);XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;1.0;
28.002.00;3303.00.20;Águas-de-colônia;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;2.0;
28.003.00;3304.10.00;Produtos de maquiagem para os lábios;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;3.0;
28.004.00;3304.20.10;Sombra, delineador, lápis para sobrancelhas e rímel;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;4.0;
28.005.00;3304.20.90;Outros produtos de maquiagem para os olhos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;5.0;
28.006.00;3304.30.00;Preparações para manicuros e pedicuros;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;6.0;
28.007.00;3304.91.00;Pós para maquiagem, incluindo os compactos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;7.0;
28.008.00;3304.99.10;Cremes de beleza, cremes nutritivos e loções tônicas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;8.0;
28.009.00;3304.99.90;Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antissolares e os bronzeadores;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;9.0;
28.010.00;3304.99.90;Preparações antissolares e os bronzeadores;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;10.0;
28.011.00;3305.10.00;Xampus para o cabelo;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;11.0;
28.012.00;3305.20.00;Preparações para ondulação ou alisamento, permanentes, dos cabelos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;12.0;
28.013.00;3305.90.00;Outras preparações capilares;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;13.0;
28.014.00;3305.90.00;Tintura para o cabelo;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;14.0;
28.015.00;3307.10.00;Preparações para barbear (antes, durante ou após);XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;15.0;
28.016.00;3307.20.10;Desodorantes (desodorizantes) corporais líquidos, exceto os classificados no CEST 28.016.01;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;16.0;
28.016.01;3307.20.10;Loções e óleos desodorantes hidratantes líquidos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;16.1;
28.016.02;3307.20.10;Antiperspirantes líquidos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;16.2;
28.017.00 ;3307.20.90 ;Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 28.017.01;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;17.0;
28.017.01;3307.20.90;Outras loções e óleos desodorantes hidratantes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;17.1;
28.017.02;3307.20.90;Outros antiperspirantes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;17.2;
28.018.00;3307.90.00;Outros produtos de perfumaria ou de toucador preparados;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;18.0;
28.019.00;3307.90.00;Outras preparações cosméticas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;19.0;
28.020.00;3401.11.90;Sabões de toucador em barras, pedaços ou figuras moldados, exceto CEST 28.020.01;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;20.0;
28.020.01;3401.11.90;Lenços umedecidos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;20.1;
28.021.00;3401.19.00;Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;21.0;
28.022.00;3401.20.10;Sabões de toucador sob outras formas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;22.0;
28.023.00;3401.30.00;Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;23.0;
28.024.00;4818.20.00;Lenços de papel, incluindo os de desmaquiar;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;24.0;
28.024.01;4818.20.00;Toalhas de mão;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;24.1;
28.025.00;8214.10.00;Apontadores de lápis para maquiagem;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;25.0;
28.025.01;8214.10.00;Espátulas, abre-cartas e raspadeiras;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;25.1;
28.025.02;8214.10.00;Lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;25.2;
28.026.00;8214.20.00;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas);XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;26.0;
28.027.00;9603.29.00;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;27.0;
28.027.01;9603.29.00;Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes, outros;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;27.1;
28.028.00;9603.30.00;Pincéis para aplicação de produtos cosméticos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;28.0;
28.028.01;9603.30.00;Pincéis e escovas, para artistas e pincéis de escrever;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;28.1;
28.029.00;9616.10.00;Vaporizadores de toucador, suas armações e cabeças de armações;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;29.0;
28.030.00;9616.20.00;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;30.0;
28.031.00;4202.1;Malas e maletas de toucador;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;31.0;
28.032.00;9615;Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;32.0;
28.033.00;3923.30.00
3924.90.00
3924.10.00
4014.90.90
7010.20.00;Mamadeiras;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;33.0;
28.034.00;4014.90.90;Chupetas e bicos para mamadeiras e para chupetas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;34.0;
28.035.00;1211.90.90;Outras plantas e partes, para perfumaria, medicina e semelhantes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;35.0;
28.036.00;3926.20.00;Vestuário e seus acessórios, de plásticos, inclusive luvas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;36.0;
28.037.00;3926.40.00;Estatuetas e outros objetos de ornamentação, de plásticos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;37.0;
28.038.00;3926.90.90;Outras obras de plásticos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;38.0;
28.039.00;4202.22.10;Bolsas de folhas de plástico;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;39.0;
28.040.00;4202.22.20;Bolsas de matérias têxteis;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;40.0;
28.041.00;4202.29.00;Bolsas de outras matérias;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;41.0;
28.042.00;4202.39.00;Artigos de bolsos/bolsas, de outras matérias;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;42.0;
28.043.00;4202.92.00;Outros artefatos, de folhas de plásticos ou matérias têxteis;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;43.0;
28.044.00;4202.99.00;Outros artefatos, de outras matérias;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;44.0;
28.045.00;4819.20.00;Caixas e cartonagens, dobráveis, de papel/cartão, não ondulados;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;45.0;
28.046.00;4819.40.00;Outros sacos, bolsas e cartuchos, de papel ou cartão;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;46.0;
28.047.00;4821.10.00;Etiquetas de papel ou cartão, impressas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;47.0;
28.048.00;4911.10.90;Outros impressos publicitários, catálogos comerciais e semelhantes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;48.0;
28.049.00;6115.99.00;Outras meias de malha de outras matérias têxteis;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;49.0;
28.050.00;6217.10.00;Outros acessórios confeccionados, de vestuário;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;50.0;
28.051.00;6302.60.00;Roupas de toucador/cozinha, de tecidos atoalhados de algodão;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;51.0;
28.052.00;6307.90.90;Outros artefatos têxteis confeccionados;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;52.0;
28.053.00;6506.99.00;Chapéus e outros artefatos de outras matérias, exceto de malha;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;53.0;
28.054.00;9505.90.00;Artigos para outras festas, carnaval ou outros divertimentos;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;54.0;
28.055.00;Capítulo 33;Produtos destinados à higiene bucal;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;55.0;
28.056.00;Capítulos 33 e 34;Outros produtos cosméticos e de higiene pessoal não relacionados em outros itens deste anexo;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;56.0;
28.057.00;Capítulos 14, 39, 40, 44, 48, 63, 64, 65, 67, 70, 82, 90 e 96;Outros artigos destinados a cuidados pessoais não relacionados em outros itens deste anexo;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;57.0;
28.058.00;Capítulos 39, 42, 48, 52, 61, 71, 83, 90 e 91;Acessórios (por exemplo, bijuterias, relógios, óculos de sol, bolsas, mochilas, frasqueiras, carteiras, porta-cartões, porta-documentos, porta-celulares e embalagens presenteáveis (por exemplo, caixinhas de papel), entre outros itens assemelhados);XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;58.0;
28.059.00;Capítulos 61, 62 e 64;Vestuário e seus acessórios; calçados, polainas e artefatos semelhantes, e suas partes;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;59.0;
28.060.00;Capítulos 42, 52, 55, 58, 63 e 65;Outros artigos de vestuário em geral, exceto os relacionados no item anterior;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;60.0;
28.061.00;Capítulos 39, 40, 52, 56, 62, 63, 66, 69, 70, 73, 76, 82, 83, 84, 91, 94 e 96;Artigos de casa;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;61.0;
28.062.00;Capítulos 13 e 15 a 23;Produtos das indústrias alimentares e bebidas;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;62.0;
28.063.00;Capítulos 22, 27, 28, 29, 33, 34, 35, 38, 39, 63, 68, 73, 84, 85 e 96;Produtos de limpeza e conservação doméstica;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;63.0;
28.064.00;Capítulos 39, 49, 95, 96;Artigos infantis;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;64.0;
28.999.00; ;Outros produtos comercializados pelo sistema de marketing direto porta-a-porta a consumidor final não relacionados em outros itens deste anexo

 ;XXVI;VENDA DE MERCADORIAS PELO SISTEMA PORTA A PORTA;999.0;
