codigo;descricao;inicio;fim;ato;numero;ano
5205.47.00;-- De título inferior a 106,38 decitex, mas não inferior a 83,33 decitex por fio simples (número métrico superior a 94, mas não superior a 120, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5205.48.00;-- De título inferior a 83,33 decitex por fio simples (número métrico superior a 120, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
52.06;Fios de algodão (exceto linhas para costurar) que contenham menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5206.1;- Fios simples, de fibras não penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5206.11.00;-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.12.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.13.00;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex (número métrico superior a 43, mas não superior a 52);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.14.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.15.00;-- De título inferior a 125 decitex (número métrico superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.2;- Fios simples, de fibras penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5206.21.00;-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.22.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.23.00;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex (número métrico superior a 43, mas não superior a 52);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.24.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.25.00;-- De título inferior a 125 decitex (número métrico superior a 80);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.3;- Fios retorcidos ou retorcidos múltiplos, de fibras não penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5206.31.00;-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.32.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.33.00;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.34.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.35.00;-- De título inferior a 125 decitex por fio simples (número métrico superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.4;- Fios retorcidos ou retorcidos múltiplos, de fibras penteadas:;01/01/2017;31/03/2022;Res Camex;000125;2016
5206.41.00;-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.42.00;-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.43.00;-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.44.00;-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
5206.45.00;-- De título inferior a 125 decitex por fio simples (número métrico superior a 80, por fio simples);01/01/2017;31/03/2022;Res Camex;000125;2016
52.07;Fios de algodão (exceto linhas para costurar) acondicionados para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
5207.10.00;- Que contenham pelo menos 85 %, em peso, de algodão;01/01/2017;31/03/2022;Res Camex;000125;2016
5207.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
52.08;Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, de peso não superior a 200 g/m2.;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.1;- Crus:;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.11.00;-- Em ponto de tafetá, de peso não superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.12.00;-- Em ponto de tafetá, de peso superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.13.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.19.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.2;- Branqueados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.21.00;-- Em ponto de tafetá, de peso não superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.22.00;-- Em ponto de tafetá, de peso superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.23.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.29.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.3;- Tintos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.31.00;-- Em ponto de tafetá, de peso não superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.32.00;-- Em ponto de tafetá, de peso superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.33.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.39.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.4;- De fios de diversas cores:;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.41.00;-- Em ponto de tafetá, de peso não superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.42.00;-- Em ponto de tafetá, de peso superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.43.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.49.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.5;- Estampados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.51.00;-- Em ponto de tafetá, de peso não superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.52.00;-- Em ponto de tafetá, de peso superior a 100 g/m2;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.59;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.59.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5208.59.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
52.09;Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, de peso superior a 200 g/m2.;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.1;- Crus:;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.11.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.12.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.19.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.2;- Branqueados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.21.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.22.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.29.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.3;- Tintos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.31.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.32.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.39.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.4;- De fios de diversas cores:;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.41.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.42;-- Tecidos denominados Denim;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.42.10;Com fios tintos em indigo blue segundo Color Index 73.000;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.42.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.43.00;-- Outros tecidos em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.49.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.5;- Estampados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.51.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.52.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5209.59.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
52.10;Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, de peso não superior a 200 g/m2.;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.1;- Crus:;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.11.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.19;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.19.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.19.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.2;- Branqueados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.21.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.29;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.29.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.29.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.3;- Tintos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.31.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.32.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.39.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.4;- De fios de diversas cores:;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.41.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.49;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.49.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.49.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.5;- Estampados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.51.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.59;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.59.10;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5210.59.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
52.11;Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, de peso superior a 200 g/m2.;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.1;- Crus:;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.11.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.12.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.19.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.20;- Branqueados;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.20.10;Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.20.20;Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.20.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.3;- Tintos:;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.31.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.32.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.39.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.4;- De fios de diversas cores:;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.41.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.42;-- Tecidos denominados Denim;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.42.10;Com fios tintos em indigo blue segundo Color Index 73.000;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.42.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.43.00;-- Outros tecidos em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.49.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.5;- Estampados:;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.51.00;-- Em ponto de tafetá;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.52.00;-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4;01/01/2017;31/03/2022;Res Camex;000125;2016
5211.59.00;-- Outros tecidos;01/01/2017;31/03/2022;Res Camex;000125;2016
52.12;Outros tecidos de algodão.;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.1;- De peso não superior a 200 g/m2:;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.11.00;-- Crus;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.12.00;-- Branqueados;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.13.00;-- Tintos;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.14.00;-- De fios de diversas cores;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.15.00;-- Estampados;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.2;- De peso superior a 200 g/m2:;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.21.00;-- Crus;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.22.00;-- Branqueados;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.23.00;-- Tintos;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.24.00;-- De fios de diversas cores;01/01/2017;31/03/2022;Res Camex;000125;2016
5212.25.00;-- Estampados;01/01/2017;31/03/2022;Res Camex;000125;2016
53;Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel.;01/01/2017;31/03/2022;Res Camex;000125;2016
53.01;Linho em bruto ou trabalhado, mas não fiado; estopas e desperdícios de linho (incluindo os desperdícios de fios e os fiapos).;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.10.00;- Linho em bruto ou macerado;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.2;- Linho quebrado, espadelado, penteado ou trabalhado de outra forma, mas não fiado:;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.21;-- Quebrado ou espadelado;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.21.10;Quebrado;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.21.20;Espadelado;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.29;-- Outro;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.29.10;Penteado;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.29.90;Outro;01/01/2017;31/03/2022;Res Camex;000125;2016
5301.30.00;- Estopas e desperdícios de linho;01/01/2017;31/03/2022;Res Camex;000125;2016
53.02;Cânhamo (Cannabis sativa L.), em bruto ou trabalhado, mas não fiado; estopas e desperdícios de cânhamo (incluindo os desperdícios de fios e os fiapos).;01/01/2017;31/03/2022;Res Camex;000125;2016
5302.10.00;- Cânhamo em bruto ou macerado;01/01/2017;31/03/2022;Res Camex;000125;2016
5302.90.00;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
53.03;Juta e outras fibras têxteis liberianas (exceto linho, cânhamo e rami), em bruto ou trabalhadas, mas não fiadas; estopas e desperdícios destas fibras (incluindo os desperdícios de fios e os fiapos).;01/01/2017;31/03/2022;Res Camex;000125;2016
5303.10;- Juta e outras fibras têxteis liberianas, em bruto ou maceradas;01/01/2017;31/03/2022;Res Camex;000125;2016
5303.10.10;Juta;01/01/2017;31/03/2022;Res Camex;000125;2016
5303.10.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
5303.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5303.90.10;Juta;01/01/2017;31/03/2022;Res Camex;000125;2016
5303.90.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
5305.00;Cairo (fibra de coco), abacá (cânhamo-de-manilha ou Musa textilis Nee), rami e outras fibras têxteis vegetais não especificadas nem compreendidas noutras posições, em bruto ou trabalhados, mas não fiados; estopas e desperdícios destas fibras (incluindo os desperdícios de fios e os fiapos).;01/01/2017;31/03/2022;Res Camex;000125;2016
